ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige, glace, autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique;Temps passé 1;Temps présent;Température (°C);Température minimale sur 12 heures (°C);Température minimale sur 24 heures (°C);Température maximale sur 12 heures (°C);Température maximale sur 24 heures (°C);Température minimale du sol sur 12 heures (en °C);Latitude;Longitude;Altitude;communes (name);communes (code);EPCI (name);EPCI (code);department (name);department (code);region (name);region (code);mois_de_l_annee
07627;2023-01-03T16:00:00+01:00;103140;-30.0;5;190;0.7;284.75;278.35;65;20000.0;0;;;90.0;7;800.0;;;;98170.0;;;400.0;;;;;281.25;;;1.5;1.5;-10.0;0;0.0;;;0.0;0.0;0.0;0.6;2.0;;;;;7.0;;810.0;;;;;;;;;;43.005333, 1.106833;ST GIRONS;En baisse, puis en hausse, la pression atmosphérique est la même ou plus basse que trois heures auparavant;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;11.600000000000023;;;;;8.100000000000023;43.005333;1.106833;414;Lorp-Sentaraille;09289;CC Couserans-Pyrénées;200067940;Ariège;09;Occitanie;76;1
07627;2023-01-03T22:00:00+01:00;103430;50.0;0;140;2.1;278.35;276.85;90;20000.0;0;;;;1;800.0;;;;98340.0;;;350.0;;;;;278.95;;;3.7;4.0;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;2.0;;;;;1.0;;870.0;;;;;;;;;;43.005333, 1.106833;ST GIRONS;En hausse, puis en baisse la pression atmosphérique est la même ou plus haute que trois heures auparavant;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;5.2000000000000455;;;;;5.800000000000011;43.005333;1.106833;414;Lorp-Sentaraille;09289;CC Couserans-Pyrénées;200067940;Ariège;09;Occitanie;76;1
07627;2023-01-14T04:00:00+01:00;102610;-180.0;8;150;5.5;278.15;275.35;82;20000.0;0;;;100.0;8;5760.0;;;;97550.0;;;-100.0;;;;;276.75;;;8.2;8.3;-10.0;;0.0;;;0.0;0.0;0.0;0.0;-0.1;;;;;8.0;;5760.0;;;;;;;;;;43.005333, 1.106833;ST GIRONS;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;5.0;;;;;3.6000000000000227;43.005333;1.106833;414;Lorp-Sentaraille;09289;CC Couserans-Pyrénées;200067940;Ariège;09;Occitanie;76;1
07627;2023-01-16T01:00:00+01:00;101540;-390.0;8;150;5.1;274.65;270.85;76;20000.0;0;;;100.0;8;5520.0;;;;96470.0;;;-290.0;;;;;274.35;;;6.6;8.2;-10.0;0;0.0;;;0.0;0.0;0.0;-0.1;8.7;;;;;5.0;;5520.0;7.0;;6180.0;8.0;;6900.0;;;;43.005333, 1.106833;ST GIRONS;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;1.5;;;;;1.2000000000000455;43.005333;1.106833;414;Lorp-Sentaraille;09289;CC Couserans-Pyrénées;200067940;Ariège;09;Occitanie;76;1
07627;2023-03-23T04:00:00+01:00;101220;-110.0;5;130;2.0;283.75;276.55;61;20000.0;0;;;;1;5280.0;;;;96330.0;;;-360.0;;;;;283.05;;;3.7;5.2;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;;5280.0;;;;;;;;;;43.005333, 1.106833;ST GIRONS;En baisse, puis en hausse, la pression atmosphérique est la même ou plus basse que trois heures auparavant;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;10.600000000000023;;;;;9.900000000000034;43.005333;1.106833;414;Lorp-Sentaraille;09289;CC Couserans-Pyrénées;200067940;Ariège;09;Occitanie;76;3
07627;2023-04-02T23:00:00+02:00;102650;110.0;2;270;3.8;280.65;278.65;87;20000.0;0;;;100.0;8;800.0;;;;97640.0;;;530.0;;;;;282.45;;;6.7;8.1;-10.0;;0.0;;;-0.1;-0.1;-0.1;-0.1;1.4;;;;;4.0;;630.0;8.0;;870.0;;;;;;;43.005333, 1.106833;ST GIRONS;En hausse;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;7.5;;;;;9.300000000000011;43.005333;1.106833;414;Lorp-Sentaraille;09289;CC Couserans-Pyrénées;200067940;Ariège;09;Occitanie;76;4
07627;2023-07-17T17:00:00+02:00;101840;-50.0;7;50;1.6;300.95;289.25;49;20000.0;0;;;;0;;;;;97210.0;;;210.0;;;;;292.65;;;3.6;5.3;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.005333, 1.106833;ST GIRONS;En baisse;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;27.80000000000001;;;;;19.5;43.005333;1.106833;414;Lorp-Sentaraille;09289;CC Couserans-Pyrénées;200067940;Ariège;09;Occitanie;76;7
07627;2023-07-19T20:00:00+02:00;101940;-10.0;5;290;2.6;293.55;288.95;75;19960.0;0;;;100.0;8;800.0;;;;97190.0;;;140.0;292.25;;295.55;;294.55;;;4.2;4.2;-10.0;0;0.0;;;0.0;0.0;0.0;-0.1;2.2;;;;;7.0;;810.0;8.0;;990.0;;;;;;;43.005333, 1.106833;ST GIRONS;En baisse, puis en hausse, la pression atmosphérique est la même ou plus basse que trois heures auparavant;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;20.400000000000034;19.100000000000023;;22.400000000000034;;21.400000000000034;43.005333;1.106833;414;Lorp-Sentaraille;09289;CC Couserans-Pyrénées;200067940;Ariège;09;Occitanie;76;7
07627;2023-07-22T02:00:00+02:00;101960;80.0;0;170;1.5;290.35;287.65;84;20000.0;0;;;100.0;8;3420.0;;;;97160.0;;;330.0;;;;;292.85;;;2.8;5.4;-10.0;0;0.0;;;0.0;0.0;0.0;-0.1;-0.1;;;;;5.0;;3420.0;6.0;;4200.0;8.0;;4740.0;;;;43.005333, 1.106833;ST GIRONS;En hausse, puis en baisse la pression atmosphérique est la même ou plus haute que trois heures auparavant;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;17.200000000000045;;;;;19.700000000000045;43.005333;1.106833;414;Lorp-Sentaraille;09289;CC Couserans-Pyrénées;200067940;Ariège;09;Occitanie;76;7
07627;2023-08-16T20:00:00+02:00;101470;-10.0;5;290;1.5;297.95;293.45;76;20000.0;0;;;100.0;8;1250.0;;;;96820.0;;;-60.0;291.25;;300.85;;292.55;;;2.0;2.5;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;8.0;;1170.0;;;;;;;;;;43.005333, 1.106833;ST GIRONS;En baisse, puis en hausse, la pression atmosphérique est la même ou plus basse que trois heures auparavant;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;24.80000000000001;18.100000000000023;;27.700000000000045;;19.400000000000034;43.005333;1.106833;414;Lorp-Sentaraille;09289;CC Couserans-Pyrénées;200067940;Ariège;09;Occitanie;76;8
